Edad;Genero;Comunidad;curso;centro_cod;horas_uso_pantallas_cod;mom_uso_pantallas;n_freq;Aplicaciones_frecuentes;n_aplic;uso_pant;num_activ;uso_apps;uso_pant_asig;n_asign_pantallas;herra_tec_tec_ayuda_aprend;decide_uso_tec;clases_mas_gustan_tec;facil_prof_joven;participacion_clase;usar_tec_aprendo_loquegusta;eleccion_aprend
10;2;8;3;3;2;12;1;396;5;154;3;3;49;3;3;1;3;1;2;2;4
10;2;8;3;3;2;25;1;337;11;91;4;4;105;1;3;1;3;3;3;2;3
10;2;8;3;3;2;8;1;737;2;82;2;4;568;0;1;2;3;1;3;3;2
10;2;8;3;3;1;12;1;102;5;40;4;4;43;4;4;4;4;4;4;4;4
10;2;8;3;3;1;24;1;428;2;43;1;0;231;4;4;0;4;4;0;4;4
10;2;8;3;3;1;8;1;46;7;84;4;3;378;10;3;2;2;2;4;3;3
10;2;8;3;3;1;25;1;471;7;214;5;4;559;1;3;3;3;2;2;2;2
8;2;8;3;3;1;12;1;899;1;344;1;0;568;0;0;1;4;2;4;2;4
10;2;8;3;3;2;3;3;235;8;207;5;4;294;4;3;4;3;0;2;4;0
10;2;8;3;3;2;25;1;60;7;205;3;4;575;1;4;4;4;4;4;0;2
10;2;8;3;3;2;25;1;409;6;82;2;4;350;11;4;4;4;3;2;3;4
10;2;8;3;3;1;25;1;387;7;66;3;3;365;6;4;2;4;3;2;2;3
11;2;8;3;3;3;25;1;706;1;47;1;4;438;5;0;0;2;2;2;1;1
10;2;8;3;3;1;26;2;575;4;296;2;3;492;6;3;1;4;3;3;4;0
11;2;8;3;3;1;24;1;891;1;138;1;0;1;1;4;0;4;4;4;4;4
10;2;8;3;3;2;6;2;9;14;214;5;4;365;6;2;0;4;4;2;4;4
11;2;8;3;3;1;25;1;263;2;296;2;2;280;6;4;4;4;4;4;0;4
11;2;8;3;3;2;24;1;558;4;296;2;4;103;1;4;2;4;2;3;4;0
10;2;8;3;3;1;8;1;461;1;138;1;2;200;1;0;0;2;1;4;4;4
10;2;8;3;3;3;25;1;530;7;216;4;3;365;6;4;4;4;2;2;4;4
11;2;8;3;3;2;1;1;674;5;47;1;4;440;6;4;4;4;2;4;4;4
10;2;8;3;3;2;25;1;47;11;85;5;4;287;5;4;2;4;1;1;3;4
10;2;8;3;3;4;25;1;442;5;283;4;4;371;5;4;0;4;3;4;4;3
11;2;8;3;3;1;25;1;531;6;93;3;2;365;6;3;3;4;2;2;3;2
10;2;8;3;3;1;25;1;642;1;138;1;3;21;2;3;2;3;2;2;3;2
10;2;8;3;3;1;25;1;887;4;275;6;4;338;7;4;4;4;0;3;4;0
10;2;8;3;3;1;28;0;317;4;313;3;2;338;7;4;0;4;2;3;4;0
10;2;10;3;3;2;25;1;635;4;220;4;4;495;4;2;2;2;1;2;2;3
10;2;8;3;3;3;6;2;453;4;137;2;4;457;6;2;3;4;4;2;3;2
10;2;8;3;3;1;25;1;642;1;47;1;3;580;3;4;2;4;0;4;3;4
11;2;8;3;3;4;25;1;427;3;28;1;4;457;6;4;4;4;3;2;4;4
10;2;8;3;3;1;26;2;96;5;238;6;4;193;3;3;2;4;2;1;2;2
10;2;8;3;3;1;25;1;734;3;83;3;3;264;2;3;2;4;2;3;2;2
10;2;8;3;3;1;25;1;661;6;47;1;4;209;1;4;3;3;1;4;2;1
9;2;8;3;3;1;25;1;642;1;167;2;4;579;3;3;2;3;2;3;2;0
10;2;8;3;3;2;25;1;431;6;93;3;4;518;0;4;3;4;3;4;3;2
11;2;8;3;3;2;25;1;697;2;93;3;2;265;3;4;2;4;4;4;4;3
10;2;8;3;3;1;25;1;642;1;138;1;3;568;0;3;3;4;4;4;4;4
10;2;8;3;3;2;12;1;396;5;154;3;3;103;1;3;2;3;4;4;4;0
10;2;8;3;3;2;25;1;337;11;91;4;4;105;1;4;0;4;0;4;4;4
10;2;8;3;3;2;8;1;737;2;82;2;4;273;3;3;2;4;3;4;4;4
10;2;8;3;3;1;12;1;102;5;40;4;4;105;1;4;2;3;4;3;3;4
10;2;8;3;3;1;24;1;428;2;43;1;0;105;1;4;3;4;0;3;2;3
10;2;8;3;3;1;8;1;46;7;84;4;3;568;0;4;0;4;2;2;2;4
10;2;8;3;3;1;25;1;471;7;214;5;4;568;0;4;3;2;0;4;4;3
8;2;8;3;3;1;12;1;899;1;344;1;0;487;5;3;1;3;1;2;2;4
10;2;8;3;3;2;3;3;235;8;207;5;4;294;4;4;4;4;0;0;4;4
10;2;8;3;3;2;25;1;60;7;205;3;4;575;1;4;2;4;4;4;4;4
10;2;8;3;3;2;25;1;409;6;82;2;4;350;11;4;2;4;2;4;4;4
10;2;8;3;3;1;25;1;387;7;66;3;3;365;6;4;3;4;3;2;3;4
11;2;8;3;3;3;25;1;706;1;47;1;4;438;5;4;4;4;4;4;4;4
10;2;8;3;3;1;26;2;575;4;296;2;3;492;6;4;2;3;2;4;3;2
11;2;8;3;3;1;24;1;891;1;138;1;0;1;1;3;1;3;2;2;2;1
10;2;8;3;3;2;6;2;9;14;214;5;4;524;8;4;2;4;0;4;4;4
11;2;8;3;3;1;25;1;263;2;296;2;2;209;1;4;2;4;2;4;4;3
11;2;8;3;3;2;24;1;558;4;296;2;4;569;1;4;4;4;3;2;4;4
10;2;8;3;3;1;8;1;461;1;138;1;2;103;1;4;0;4;2;2;2;4
10;2;8;3;3;3;25;1;530;7;216;4;3;96;2;4;3;2;0;4;4;3
11;2;8;3;3;2;1;1;674;5;47;1;4;568;0;4;0;4;4;0;4;4
10;2;8;3;3;2;25;1;47;11;85;5;4;347;8;3;2;2;2;4;3;3
10;2;8;3;3;4;25;1;442;5;283;4;4;88;3;3;3;3;2;2;2;2
11;2;8;3;3;1;25;1;531;6;93;3;2;262;7;3;1;4;1;3;4;3
10;2;8;3;3;1;25;1;642;1;138;1;3;243;2;0;1;4;2;4;2;4
10;2;8;3;3;1;25;1;887;4;275;6;4;270;2;4;4;4;3;2;4;4
10;2;8;3;3;1;28;0;317;4;313;3;2;103;1;3;2;4;2;1;2;2
10;2;10;3;3;2;25;1;635;4;220;4;4;105;1;4;0;4;0;4;4;4
10;3;1;3;7;4;1;1;900;1;298;1;4;209;1;0;0;4;4;4;4;4
11;1;8;4;1;4;7;3;830;6;91;4;4;556;3;4;0;4;4;4;4;4
11;1;8;4;1;2;26;2;320;5;197;6;4;261;4;4;0;3;3;4;4;4
11;1;8;4;1;2;26;2;749;9;198;7;4;368;7;4;0;4;3;4;4;4
12;1;8;4;1;1;6;2;769;6;329;2;4;405;5;4;0;4;4;0;4;0
11;1;8;4;1;2;25;1;293;6;84;4;2;371;5;2;0;4;0;4;4;4
11;1;8;4;1;2;25;1;908;2;263;2;4;338;7;4;0;4;4;2;4;4
11;1;8;4;1;4;7;3;127;7;93;3;3;377;7;4;4;4;0;0;4;4
12;1;8;4;1;1;1;1;275;5;138;1;3;365;6;4;4;4;3;2;4;4
12;1;8;4;1;1;12;1;269;6;168;3;3;368;7;4;0;4;2;2;2;4
11;1;8;4;1;2;26;2;250;7;331;3;3;336;6;4;3;2;0;4;4;3
11;1;8;4;1;2;6;2;251;7;272;7;3;338;7;3;0;4;3;4;3;4
11;1;8;4;1;1;25;1;252;8;329;2;2;365;6;3;1;3;1;2;2;4
11;1;8;4;1;1;25;1;277;6;16;3;2;340;8;3;1;3;3;3;2;3
11;1;8;4;1;3;25;1;503;6;71;5;3;405;5;1;2;3;1;3;3;2
11;1;8;4;13;1;25;1;828;2;118;5;4;316;11;4;4;4;2;2;4;4
12;1;8;4;13;4;8;1;244;12;339;2;4;294;4;1;4;4;4;4;4;4
11;1;8;4;13;1;25;1;828;2;118;5;4;468;0;3;3;4;4;4;4;4
12;1;8;4;13;4;8;1;244;12;339;2;4;582;2;3;2;3;4;4;4;0
12;1;8;4;13;1;3;3;792;6;145;5;3;337;7;3;2;3;3;3;2;3
13;1;8;4;13;1;3;3;792;6;145;5;3;568;0;3;2;4;3;4;4;4
12;1;6;4;10;1;12;1;328;6;41;2;4;247;4;2;4;4;3;3;2;4
11;1;6;4;10;2;5;2;683;8;89;5;4;582;2;2;0;4;0;4;4;4
12;1;6;4;10;3;1;1;722;4;291;2;3;258;3;4;0;4;4;2;4;4
12;1;6;4;10;3;6;2;704;3;93;3;4;568;0;4;4;4;0;0;4;4
12;1;6;4;10;1;25;1;852;2;33;2;3;107;4;4;2;4;4;4;4;4
11;1;6;4;10;1;1;1;870;4;33;2;4;70;3;4;2;4;2;4;4;4
11;1;6;4;10;1;7;3;787;4;35;4;3;240;3;4;3;4;3;2;3;4
12;1;6;4;10;3;25;1;868;3;341;2;3;13;3;4;4;4;4;4;4;4
11;1;6;4;10;2;6;2;888;3;93;3;3;575;1;4;2;3;2;4;3;2
12;1;6;4;10;1;25;1;872;3;82;2;4;12;2;3;1;3;2;2;2;1
11;1;6;4;10;1;25;1;912;4;82;2;3;575;1;3;1;3;1;2;2;4
11;1;6;4;10;4;25;1;255;8;60;6;2;14;4;3;1;3;3;3;2;3
11;1;6;4;10;2;25;1;450;3;221;3;4;1;1;3;3;4;4;4;3;4
11;1;6;4;10;2;7;3;107;6;268;5;3;1;1;3;1;4;4;3;3;3
11;1;6;4;10;1;10;2;342;6;24;2;2;568;0;2;4;2;3;2;2;4
11;1;6;4;10;1;25;1;910;3;93;3;4;568;0;1;2;4;2;2;2;2
11;1;6;4;10;2;25;1;22;6;122;6;3;461;6;4;2;3;2;3;4;3
11;1;6;4;10;1;25;1;871;5;215;6;4;533;3;4;0;4;4;4;4;4
11;1;6;4;10;1;1;1;251;7;68;5;4;210;2;3;2;3;2;2;3;4
12;1;13;4;5;1;12;1;232;6;45;2;4;156;4;2;2;3;4;2;3;4
12;1;13;4;5;1;25;1;847;4;83;3;4;209;1;4;0;4;4;4;4;4
11;1;13;4;5;1;26;2;835;8;102;7;4;21;2;4;0;4;2;4;4;0
11;1;13;4;5;1;25;1;168;5;115;4;4;21;2;4;0;4;4;4;4;0
12;1;13;4;5;1;25;1;872;3;82;2;4;209;1;4;0;4;4;4;4;4
11;1;13;4;5;1;25;1;912;4;82;2;3;559;1;3;0;4;0;2;0;3
11;1;13;4;5;1;10;2;342;6;24;2;2;368;7;3;1;2;0;3;3;1
11;1;13;4;5;1;25;1;910;3;93;3;4;271;2;2;0;4;3;3;2;4
11;1;13;4;5;1;25;1;871;5;215;6;4;323;8;3;2;3;4;2;2;4
11;1;13;4;5;1;1;1;251;7;68;5;4;362;5;4;2;4;2;2;2;1
11;1;13;4;5;2;1;1;836;6;135;3;3;20;1;4;0;4;4;4;2;4
11;1;13;4;5;2;6;2;888;3;93;3;3;58;2;3;0;4;4;2;3;4
11;1;13;4;5;2;25;1;450;3;221;3;4;323;8;2;2;3;2;1;2;3
11;1;13;4;5;2;7;3;107;6;268;5;3;568;0;2;2;2;2;1;2;1
11;1;13;4;5;2;25;1;22;6;122;6;3;362;5;3;2;4;4;3;2;4
12;1;13;4;5;3;1;1;852;2;33;2;4;21;2;4;0;4;2;4;4;0
12;1;13;4;5;3;5;2;315;7;93;3;4;105;1;3;2;4;4;3;3;3
12;1;13;4;5;3;5;2;837;6;93;3;4;105;1;3;3;3;4;3;3;3
11;1;13;4;5;4;25;1;255;8;60;6;2;294;4;4;1;1;0;4;1;2
11;1;13;4;5;1;25;1;914;2;137;2;4;105;1;4;1;4;2;2;3;4
11;1;13;4;5;1;12;1;287;9;62;6;4;317;10;3;4;4;4;4;4;4
11;1;13;4;5;2;7;3;717;6;88;4;3;312;9;4;3;4;4;3;4;4
11;1;13;4;5;2;25;1;30;9;199;5;4;568;0;4;0;3;2;3;4;0
11;1;13;4;5;2;26;2;859;5;124;4;3;271;2;2;4;4;4;2;4;2
11;1;13;4;5;2;25;1;262;7;270;8;4;56;3;3;2;4;4;2;4;3
11;1;11;4;4;1;25;1;914;2;41;2;4;105;1;4;2;4;0;4;4;4
11;1;11;4;4;1;9;2;893;4;23;3;4;312;9;3;4;3;0;3;3;4
11;1;11;4;4;1;25;1;290;8;106;7;4;313;10;3;2;4;4;4;2;4
11;1;11;4;4;1;25;1;914;2;137;2;4;1;1;2;0;4;3;2;4;4
11;1;11;4;4;1;25;1;914;2;41;2;4;286;5;4;2;4;0;4;4;4
11;1;11;4;4;1;25;1;327;6;310;6;4;210;2;4;2;2;2;2;4;2
11;1;11;4;4;1;4;4;865;6;246;7;4;273;3;3;4;4;2;2;4;2
11;1;11;4;4;1;25;1;868;3;37;5;4;95;1;2;1;4;3;2;3;4
11;1;11;4;4;2;25;1;30;9;199;5;4;299;8;4;2;4;4;2;4;4
11;1;11;4;4;2;8;1;903;1;152;4;2;299;8;4;2;4;2;2;4;3
11;1;11;4;4;2;5;2;819;3;55;4;4;299;8;4;2;3;1;3;3;2
11;1;11;4;4;2;25;1;714;7;20;4;4;128;8;3;2;4;4;4;4;4
12;1;11;4;4;2;25;1;169;5;83;3;4;134;7;3;2;4;3;3;4;4
11;1;11;4;4;2;8;1;903;1;152;4;2;568;0;3;2;3;0;2;2;4
11;1;11;4;4;2;7;3;306;8;287;5;4;457;6;3;2;4;4;2;4;2
12;1;11;4;4;2;7;3;611;8;39;3;4;580;3;3;0;4;3;2;2;4
11;1;11;4;4;3;25;1;100;6;200;6;4;469;10;4;2;4;2;2;4;3
11;1;11;4;4;3;3;3;319;5;31;4;3;588;2;4;0;4;2;1;3;3
11;1;11;4;4;3;6;2;799;3;32;2;4;568;0;4;0;4;4;4;4;4
11;1;11;4;4;3;6;2;782;5;89;5;3;457;6;4;2;4;2;0;4;4
12;1;10;4;2;1;25;1;796;3;296;2;2;561;3;0;0;2;2;4;4;4
12;1;10;4;2;1;7;3;611;8;39;3;2;105;1;2;0;3;3;2;3;4
11;1;8;4;3;4;7;3;830;6;91;4;4;556;3;3;4;4;3;4;4;4
11;1;8;4;3;2;26;2;320;5;197;6;4;261;4;2;3;4;4;2;3;2
11;1;8;4;3;2;26;2;749;9;198;7;4;368;7;4;2;4;0;4;3;4
12;1;8;4;3;1;6;2;769;6;329;2;4;405;5;4;4;4;3;2;4;4
11;1;8;4;3;2;25;1;293;6;84;4;2;371;5;3;2;4;2;1;2;2
11;1;8;4;3;2;25;1;908;2;263;2;4;338;7;3;2;4;2;3;2;2
11;1;8;4;3;4;7;3;127;7;93;3;3;377;7;4;3;3;1;4;2;1
12;1;8;4;3;2;3;3;295;4;30;3;2;276;3;3;2;3;2;3;2;0
12;1;8;4;3;2;26;2;922;3;217;5;3;342;11;4;3;4;3;4;3;2
11;1;8;4;3;4;6;2;271;8;204;4;4;340;8;4;2;4;4;4;4;3
12;1;8;4;3;1;1;1;275;5;138;1;3;365;6;4;2;3;4;3;3;4
12;1;8;4;3;1;12;1;269;6;168;3;3;368;7;4;3;4;0;3;2;3
11;1;8;4;3;2;26;2;250;7;331;3;3;336;6;3;3;4;3;2;4;4
11;1;8;4;3;2;6;2;251;7;272;7;3;338;7;4;2;4;4;4;3;3
11;1;8;4;3;1;25;1;252;8;329;2;2;365;6;2;2;4;0;2;3;3
11;1;8;4;3;1;25;1;277;6;16;3;2;340;8;2;2;4;2;2;2;4
11;1;8;4;3;3;25;1;503;6;71;5;3;405;5;4;1;4;3;3;2;3
12;1;5;4;6;2;3;3;295;4;30;3;2;276;3;4;2;4;4;4;4;4
12;1;5;4;6;2;26;2;922;3;217;5;3;342;11;4;2;4;2;4;4;4
11;1;5;4;6;4;6;2;271;8;204;4;4;340;8;4;3;4;3;2;3;4
11;1;5;4;6;1;8;1;766;3;151;4;3;271;2;4;2;4;3;4;4;2
11;1;5;4;6;1;25;1;824;6;43;1;4;20;1;4;1;3;2;2;2;2
11;1;5;4;6;4;7;3;448;7;144;7;4;48;5;2;1;3;4;4;0;4
12;2;8;4;1;3;8;1;677;4;220;4;2;451;3;2;0;2;2;4;2;4
11;2;8;4;13;3;25;1;923;1;344;1;3;275;2;4;3;4;4;3;4;4
11;2;8;4;13;3;25;1;923;1;344;1;3;573;2;4;0;4;0;4;4;4
12;2;6;4;10;4;12;1;1;31;96;3;4;472;9;4;4;4;4;4;4;4
12;2;6;4;10;4;7;3;219;13;214;5;4;348;9;4;4;4;4;4;4;4
11;2;6;4;10;1;1;1;523;9;89;5;3;584;3;4;1;0;4;4;0;0
11;2;8;4;5;1;12;1;900;1;138;1;3;38;4;4;2;2;4;0;3;4
12;2;13;4;5;1;25;1;914;2;344;1;3;294;4;3;4;2;4;4;4;4
11;2;13;4;5;1;25;1;910;3;292;3;2;1;1;4;4;4;2;4;4;4
11;2;13;4;5;1;8;1;923;1;43;1;4;39;3;4;4;4;4;4;3;4
11;2;13;4;5;1;25;1;640;4;83;3;4;359;5;4;2;4;0;3;4;4
11;2;13;4;5;1;22;2;181;10;222;7;3;368;7;3;1;3;3;3;4;4
11;2;13;4;5;1;25;1;401;6;277;4;3;359;5;2;2;3;2;3;3;4
11;2;13;4;5;1;25;1;13;12;298;1;4;275;2;4;4;4;2;4;3;4
11;2;13;4;5;2;10;2;184;15;95;2;4;359;5;4;4;1;4;3;4;4
11;2;13;4;5;2;10;2;264;3;43;1;2;294;4;1;0;2;2;4;2;2
11;2;13;4;5;2;7;3;466;11;91;4;4;364;6;3;2;4;4;3;3;4
11;2;13;4;5;2;25;1;289;5;29;3;4;359;5;2;2;3;2;2;0;4
11;2;13;4;5;2;25;1;851;4;39;3;3;364;6;4;2;3;0;2;3;4
11;2;13;4;5;2;12;1;35;10;47;1;4;368;7;3;2;4;4;3;2;4
12;2;13;4;5;2;4;4;735;2;45;2;3;294;4;2;1;1;2;2;3;1
11;2;13;4;5;2;25;1;215;10;232;8;4;42;6;3;2;3;1;3;3;1
12;2;13;4;5;3;26;2;900;1;97;4;3;33;3;4;0;4;4;4;4;4
11;2;13;4;5;3;25;1;705;2;296;2;2;209;1;2;3;3;3;2;3;3
11;2;13;4;5;3;10;2;352;8;211;6;3;20;1;4;2;3;3;2;4;1
11;2;13;4;5;3;25;1;45;13;80;5;3;368;7;3;2;4;3;2;2;4
11;2;13;4;5;3;1;1;51;16;53;4;4;373;8;4;2;3;2;2;3;4
11;2;13;4;5;3;25;1;633;4;338;1;3;8;2;3;2;3;3;3;3;4
12;2;13;4;5;4;10;2;492;4;84;4;1;221;2;4;1;4;4;2;3;4
12;2;13;4;5;4;11;3;487;6;207;5;0;221;2;4;2;4;4;2;3;3
11;2;13;4;5;1;25;1;223;6;96;3;4;312;9;3;4;4;1;3;2;1
11;2;13;4;5;1;25;1;381;5;47;1;4;371;5;3;1;3;0;3;2;0
11;2;13;4;5;1;25;1;404;9;217;5;4;227;11;2;0;4;2;2;1;3
11;2;13;4;5;2;25;1;590;5;28;1;3;327;10;4;3;4;1;2;2;1
11;2;13;4;5;2;25;1;590;5;28;1;3;578;3;4;3;4;0;3;2;3
11;2;13;4;5;4;10;2;642;1;47;1;4;275;2;4;4;4;0;4;2;0
11;2;13;4;5;4;25;1;868;3;37;5;4;275;2;4;0;4;2;2;2;4
11;2;11;4;4;1;25;1;248;5;64;5;4;312;9;4;2;4;0;2;4;4
11;2;11;4;4;1;25;1;404;9;217;5;4;549;2;4;2;4;2;3;2;4
11;2;11;4;4;1;25;1;187;11;47;1;3;312;9;4;4;4;4;3;2;0
11;2;11;4;4;1;6;2;924;2;168;3;4;511;3;3;2;4;1;4;4;2
11;2;11;4;4;1;25;1;243;7;74;4;3;89;3;3;1;4;0;3;3;1
11;2;11;4;4;1;25;1;248;5;64;5;4;69;4;3;2;2;3;3;3;4
11;2;11;4;4;1;26;2;859;5;124;4;3;568;0;2;3;2;3;1;3;4
11;2;11;4;4;1;25;1;327;6;310;6;4;312;9;4;2;4;4;4;4;4
11;2;11;4;4;1;4;4;865;6;246;7;4;511;3;3;2;3;3;3;3;4
11;2;11;4;4;1;25;1;262;7;270;8;3;89;3;3;3;3;2;4;2;3
11;2;11;4;4;1;6;2;858;5;86;3;4;371;5;0;1;4;2;4;2;4
11;2;11;4;4;2;8;1;84;11;95;2;4;312;9;4;2;4;2;2;4;4
11;2;11;4;4;2;25;1;39;13;91;4;4;349;8;3;2;4;0;2;4;4
11;2;11;4;4;2;7;3;375;10;91;4;4;470;14;4;0;4;1;4;4;4
11;2;11;4;4;2;8;1;40;12;91;4;4;374;5;3;2;4;0;2;4;4
11;2;11;4;4;2;8;1;84;11;95;2;4;212;4;3;2;4;3;4;4;4
11;2;11;4;4;2;25;1;39;13;91;4;4;568;0;4;2;3;4;3;3;4
11;2;11;4;4;2;7;3;375;10;91;4;4;189;2;3;4;4;4;4;2;4
11;2;11;4;4;2;6;2;799;3;32;2;4;374;5;3;4;4;4;4;3;3
11;2;10;4;2;1;25;1;805;5;207;5;4;539;3;2;0;4;1;4;3;4
11;2;10;4;2;1;25;1;805;5;207;5;4;582;2;2;0;4;1;4;3;4
11;2;12;4;13;3;1;1;728;4;262;4;2;105;1;3;2;4;3;4;4;4
11;2;5;4;6;1;13;1;242;5;84;4;3;359;5;4;3;3;3;2;3;2
11;2;5;4;6;1;24;1;899;1;45;2;1;20;1;4;3;4;2;2;4;3
11;2;5;4;6;2;25;1;665;3;170;2;3;275;2;4;2;4;4;2;2;2
11;2;5;4;6;2;6;2;392;8;211;6;4;294;4;4;3;4;4;4;4;4
11;2;5;4;6;2;25;1;441;6;214;5;1;575;1;4;0;4;2;2;4;4
11;2;5;4;7;4;25;1;408;6;295;4;4;103;1;3;3;3;3;3;3;4
11;2;5;4;3;4;25;1;408;6;295;4;4;455;3;4;2;4;4;2;4;4
10;2;8;4;3;3;10;2;443;3;216;4;2;34;3;4;3;2;0;4;4;3
11;2;8;4;3;3;6;2;195;9;261;3;3;365;6;4;0;4;4;3;4;4
11;2;8;4;3;3;25;1;576;5;216;4;3;365;6;4;3;4;2;2;4;3
11;2;8;4;3;2;25;1;645;7;211;6;4;365;6;3;1;3;3;2;2;3
12;2;8;4;3;3;6;2;114;6;216;4;3;438;5;3;4;4;2;3;3;4
11;2;8;4;3;2;25;1;921;2;93;3;4;209;1;2;1;0;1;2;2;1
11;2;8;4;3;1;25;1;898;3;285;4;2;358;7;3;2;2;2;3;3;2
12;2;8;4;3;1;25;1;896;4;261;3;3;575;1;3;4;2;2;3;3;3
12;2;8;4;3;4;25;1;250;7;177;6;4;294;4;4;0;2;4;0;2;4
12;2;8;4;3;1;25;1;797;2;95;2;3;275;2;4;2;2;3;3;3;4
11;2;8;4;3;2;1;1;299;5;176;5;3;365;6;3;1;4;0;2;4;4
11;2;8;4;3;4;6;2;252;8;98;5;3;393;9;4;4;3;2;2;3;3
11;2;8;4;3;1;25;1;267;5;93;3;3;365;6;2;1;2;1;2;4;4
11;2;8;4;3;4;7;3;750;5;94;4;4;297;7;3;2;2;2;3;4;4
11;2;8;4;3;2;25;1;250;7;138;1;4;365;6;3;2;4;2;3;3;1
11;2;8;4;3;2;25;1;259;4;93;3;4;365;6;4;2;3;2;2;3;2
12;2;8;4;3;3;25;1;515;7;96;3;4;289;4;4;2;4;2;3;4;2
12;2;8;4;3;2;25;1;900;1;82;2;3;105;1;4;2;3;2;2;3;3
11;2;12;4;3;3;1;1;728;4;262;4;2;294;4;4;4;4;3;2;4;3
10;2;8;4;3;3;10;2;443;3;216;4;2;457;6;4;3;3;1;3;4;2
11;2;8;4;3;3;6;2;195;9;261;3;3;444;5;2;2;4;2;2;2;4
11;2;8;4;3;3;25;1;576;5;216;4;3;580;3;4;1;4;3;3;2;3
11;2;8;4;3;2;25;1;645;7;211;6;4;215;3;1;1;4;2;4;2;4
12;3;13;4;5;1;3;3;662;6;110;6;1;322;9;2;2;2;0;0;2;1
11;3;13;4;5;4;1;1;894;5;93;3;4;569;1;4;0;4;3;4;4;4
11;3;11;4;4;4;1;1;894;5;93;3;4;569;1;1;0;2;4;0;0;4
12;1;10;5;2;2;6;2;799;3;32;2;3;568;0;4;2;3;3;1;2;1
12;1;10;5;2;2;25;1;868;3;37;5;3;209;1;4;2;4;4;2;0;4
13;1;10;5;2;3;1;1;523;9;89;5;3;153;5;4;2;4;4;4;4;4
12;1;5;5;11;1;7;3;782;5;147;6;3;347;8;4;2;4;4;3;2;4
13;1;8;5;11;4;1;1;624;5;33;2;4;271;2;2;1;4;4;0;4;4
12;1;8;5;11;1;25;1;912;4;183;5;3;13;3;4;1;2;3;0;2;3
12;1;8;5;11;2;26;2;419;8;278;3;4;575;1;4;3;3;2;3;4;4
12;1;8;5;11;1;25;1;909;3;30;3;3;12;2;4;0;3;1;3;4;4
12;1;8;5;11;4;25;1;801;4;91;4;3;21;2;2;3;3;3;2;2;3
12;1;8;5;11;2;25;1;903;1;338;1;4;575;1;4;3;4;2;2;2;2
12;1;8;5;11;1;26;2;807;4;312;4;4;105;1;2;0;2;2;1;0;2
12;1;8;5;11;1;25;1;602;6;160;3;3;575;1;3;0;2;3;3;2;3
13;1;8;5;11;1;25;1;908;2;28;1;4;575;1;3;0;4;4;3;4;4
12;1;8;5;11;1;1;1;870;4;51;5;3;220;4;4;2;4;2;3;2;4
12;1;8;5;11;3;25;1;588;7;128;5;4;575;1;4;0;3;3;1;4;4
12;1;8;5;11;2;22;2;909;3;196;8;4;14;4;2;0;3;2;3;2;3
12;1;8;5;11;2;25;1;491;5;88;4;3;1;1;3;1;3;1;2;2;3
12;1;8;5;11;2;1;1;903;1;338;1;4;1;1;4;0;4;2;1;2;0
12;1;6;5;10;4;25;1;229;11;180;7;4;490;9;3;2;4;2;3;1;2
12;1;6;5;10;1;1;1;870;4;33;2;4;173;5;4;1;0;4;4;0;0
12;1;6;5;10;3;25;1;868;3;341;2;3;468;0;4;2;2;2;2;2;2
12;1;6;5;10;1;25;1;915;3;337;1;2;582;2;3;3;4;4;4;3;4
12;1;6;5;10;2;25;1;262;7;270;8;3;270;2;3;2;4;2;1;2;2
12;1;6;5;10;3;6;2;799;3;32;2;3;209;1;3;2;4;2;3;2;2
12;1;6;5;10;1;25;1;868;3;37;5;3;106;2;4;3;3;1;4;2;1
12;1;6;5;10;4;7;3;306;8;287;5;4;105;1;3;2;3;2;3;2;0
17;1;6;5;10;3;7;3;611;8;39;3;3;105;1;4;3;4;3;4;3;2
12;1;6;5;10;1;6;2;782;5;89;5;4;488;7;4;2;4;4;4;4;3
12;1;6;5;10;4;7;3;506;4;120;4;4;568;0;4;3;3;1;3;4;2
12;1;6;5;10;4;26;2;868;3;87;3;4;273;3;2;3;4;0;2;4;2
12;1;6;5;10;2;25;1;709;7;240;5;4;56;3;4;1;4;3;3;4;4
12;1;6;5;10;2;25;1;709;7;240;5;4;568;0;2;4;4;3;3;2;4
12;1;6;5;10;2;26;2;293;6;34;3;3;95;1;3;4;4;3;4;4;4
12;1;6;5;10;2;25;1;279;9;88;4;4;457;6;2;3;4;4;2;3;2
12;1;6;5;10;4;3;3;878;2;338;1;4;580;3;4;2;4;0;4;3;4
12;1;6;5;10;1;9;2;872;3;214;5;4;457;6;4;4;4;3;2;4;4
12;1;6;5;10;1;26;2;740;6;17;2;3;193;3;3;2;4;2;1;2;2
12;1;6;5;10;3;26;2;814;5;309;6;4;264;2;3;2;4;2;3;2;2
12;1;6;5;10;2;25;1;868;3;39;3;3;209;1;4;3;3;1;4;2;1
12;1;6;5;10;3;25;1;920;2;82;2;4;579;3;4;0;4;4;4;4;4
12;1;6;5;10;1;7;3;799;3;308;5;4;518;0;2;0;4;1;4;3;4
12;1;8;5;3;2;25;1;910;3;338;1;4;105;1;3;0;4;2;3;2;3
12;1;8;5;3;1;25;1;909;3;320;3;4;271;2;2;1;4;4;3;3;4
13;1;8;5;3;2;7;3;718;6;162;5;3;94;4;4;0;4;2;3;2;4
12;1;8;5;3;1;25;1;908;2;28;1;4;271;2;4;2;4;2;2;3;3
