Edad;Genero;Comunidad;curso;centro_cod;horas_uso_pantallas_cod;mom_uso_pantallas;n_freq;Aplicaciones_frecuentes;n_aplic;uso_pant;num_activ;uso_apps;uso_pant_asig;n_asign_pantallas;herra_tec_tec_ayuda_aprend;decide_uso_tec;clases_mas_gustan_tec;facil_prof_joven;participacion_clase;usar_tec_aprendo_loquegusta;eleccion_aprend
9;2;11;2;4;1;25;1;891;1;218;3;2;249;3;4;0;4;4;0;4;4
9;2;11;2;4;1;25;1;666;5;220;4;4;419;5;4;0;4;0;0;4;4
9;2;11;2;4;1;7;3;506;4;120;4;4;455;3;3;1;3;3;3;2;3
9;2;11;2;4;1;25;1;413;7;259;4;4;271;2;4;4;4;4;4;4;4
9;2;11;2;4;1;25;1;723;7;57;4;2;249;3;4;0;4;4;0;4;4
9;2;11;2;4;1;12;1;617;4;42;3;4;419;5;3;2;2;2;4;3;3
9;2;11;2;4;2;25;1;61;11;185;7;4;359;5;4;2;0;4;0;4;4
9;2;11;2;4;2;25;1;502;4;84;4;3;455;3;4;0;4;1;0;4;4
8;2;11;2;4;2;25;1;241;7;46;3;2;420;4;4;0;4;0;0;4;4
9;2;11;2;4;2;25;1;142;6;169;4;3;359;5;3;2;4;4;2;4;3
9;2;11;2;4;2;7;3;611;8;39;3;4;359;5;3;0;4;3;4;3;4
9;2;11;2;4;2;6;2;782;5;89;5;3;455;3;3;1;3;1;2;2;4
8;2;11;2;4;2;25;1;336;5;337;1;2;420;4;1;2;3;1;3;3;2
9;2;11;2;4;2;1;1;523;9;89;5;3;359;5;3;1;4;1;3;4;3
9;2;11;2;4;4;25;1;204;5;168;3;3;455;3;2;0;4;4;1;3;4
9;2;11;2;4;4;7;3;306;8;287;5;3;455;3;4;3;2;0;4;4;3
9;2;11;2;4;4;7;3;34;18;52;6;4;568;0;4;0;3;3;4;4;4
10;2;10;2;2;2;6;2;658;8;201;5;3;565;2;2;0;3;2;2;1;2
10;2;10;2;2;2;1;1;523;9;89;5;3;176;5;3;2;3;3;3;3;4
9;2;5;2;7;3;25;1;152;9;213;5;4;351;9;4;1;4;4;4;4;4
9;2;5;2;7;4;3;3;832;3;207;5;4;340;8;4;0;4;4;2;4;4
9;2;5;2;7;3;26;2;197;13;215;6;4;302;9;4;0;4;4;4;4;4
9;2;5;2;7;4;6;2;163;5;217;5;4;346;8;4;3;4;4;4;4;4
9;2;5;2;7;2;25;1;245;9;192;6;4;340;8;4;2;4;4;4;4;4
9;2;5;2;7;1;25;1;373;10;294;3;4;340;8;4;2;4;4;4;3;4
9;2;5;2;7;2;25;1;736;3;82;2;2;340;8;3;2;4;4;4;2;4
9;2;5;2;7;4;25;1;412;8;173;8;3;473;9;4;2;4;4;4;4;4
9;2;5;2;7;2;25;1;713;8;82;2;4;340;8;4;2;4;4;3;4;3
9;2;5;2;7;2;25;1;651;4;199;5;3;340;8;4;2;4;4;4;3;4
10;2;5;2;7;4;25;1;706;1;47;1;1;479;0;4;2;4;4;4;4;4
9;2;5;2;7;2;2;2;357;6;47;1;4;211;3;4;0;0;0;4;2;4
9;2;5;2;7;4;26;2;3;27;251;5;4;306;9;4;0;0;4;4;4;0
9;2;5;2;7;1;26;2;1;31;229;7;4;465;15;4;4;0;0;4;3;4
9;2;5;2;7;3;16;5;4;24;227;10;4;467;16;4;0;0;1;0;0;0
9;2;8;2;3;1;12;1;70;6;48;2;4;201;2;3;4;0;4;2;4;3
9;2;8;2;3;4;25;1;116;8;65;4;4;334;6;4;3;4;4;4;4;4
8;2;8;2;3;1;25;1;89;6;237;7;3;282;8;4;2;4;3;1;4;3
9;2;8;2;3;2;25;1;93;7;84;4;4;105;1;4;0;4;4;4;4;4
9;2;8;2;3;2;25;1;66;6;93;3;4;362;5;4;0;3;3;4;4;4
9;2;8;2;3;2;25;1;58;12;57;4;4;242;4;4;0;4;3;4;4;4
9;2;8;2;3;4;25;1;53;15;175;7;4;568;0;4;0;4;4;0;4;0
9;2;8;2;3;1;2;2;173;2;19;4;4;8;2;2;0;4;0;4;4;4
9;2;8;2;3;4;7;3;57;10;227;10;4;98;1;4;0;4;4;2;4;4
10;2;8;2;3;4;4;4;52;16;189;8;4;568;0;4;4;4;0;0;4;4
9;2;8;2;3;4;16;5;10;21;227;10;4;368;7;4;2;4;4;4;4;4
9;2;8;2;3;1;12;1;70;6;48;2;4;1;1;3;3;4;4;4;3;4
9;2;8;2;3;4;25;1;116;8;65;4;4;1;1;3;1;4;4;3;3;3
8;2;8;2;3;1;25;1;89;6;237;7;3;568;0;2;4;2;3;2;2;4
9;2;8;2;3;2;25;1;93;7;84;4;4;568;0;1;2;4;2;2;2;2
9;2;8;2;3;2;25;1;66;6;93;3;4;286;5;4;2;3;2;3;4;3
9;2;8;2;3;2;25;1;58;12;57;4;4;271;2;4;0;4;4;4;4;4
9;2;8;2;3;4;25;1;53;15;175;7;4;210;2;3;2;3;2;2;3;4
9;2;8;2;3;1;2;2;173;2;19;4;4;273;3;2;3;4;0;2;4;2
9;2;8;2;3;4;7;3;57;10;227;10;4;56;3;4;1;4;3;3;4;4
10;2;8;2;3;4;4;4;52;16;189;8;4;568;0;2;4;4;3;3;2;4
9;2;8;2;3;4;16;5;10;21;227;10;4;95;1;3;4;4;3;4;4;4
10;3;12;2;6;3;25;1;610;4;127;4;4;568;0;4;0;4;4;0;4;4
10;1;8;3;1;1;25;1;460;3;216;4;2;21;2;0;0;3;3;1;2;4
10;1;8;3;1;1;25;1;460;3;216;4;2;103;1;3;2;3;2;3;2;0
10;1;8;3;1;1;12;1;328;6;41;2;4;575;1;4;1;4;3;2;4;3
10;1;8;3;1;1;6;2;868;3;91;4;1;209;1;4;0;4;4;3;4;4
11;1;8;3;1;1;26;2;859;5;124;4;4;72;4;2;4;4;3;2;3;4
10;1;8;3;1;1;25;1;327;6;310;6;2;568;0;1;2;4;4;0;3;4
10;1;8;3;1;1;4;4;865;6;246;7;4;249;3;4;3;3;2;3;2;4
10;1;8;3;1;1;25;1;262;7;270;8;2;105;1;4;0;4;4;3;4;4
10;1;6;3;10;1;25;1;327;6;310;6;4;268;3;4;2;4;0;4;3;4
10;1;6;3;10;2;25;1;336;5;337;1;3;568;0;3;3;4;4;4;4;4
10;1;6;3;10;4;25;1;413;7;259;4;3;248;3;3;2;3;4;4;4;0
10;1;6;3;10;4;25;1;723;7;57;4;4;105;1;4;0;4;0;4;4;4
10;1;6;3;10;4;12;1;617;4;42;3;3;517;6;3;2;4;3;4;4;4
10;1;6;3;10;3;7;3;219;13;214;5;4;176;5;4;2;3;4;3;3;4
10;1;6;3;10;4;1;1;523;9;89;5;3;271;2;4;3;4;0;3;2;3
10;1;6;3;10;4;6;2;858;5;86;3;3;196;5;4;0;3;3;4;4;4
10;1;6;3;10;2;25;1;366;8;211;6;4;101;2;4;0;4;3;4;4;4
10;1;6;3;10;4;25;1;229;11;180;7;4;582;2;4;0;4;4;0;4;0
10;1;13;3;5;1;25;1;910;3;39;3;4;368;7;3;3;4;4;1;3;4
10;1;13;3;5;1;25;1;903;1;109;5;4;372;6;4;0;4;2;4;2;4
10;1;13;3;5;1;28;0;166;5;25;3;2;105;1;4;1;4;2;4;2;2
10;1;13;3;5;1;25;1;758;3;289;3;2;111;5;1;0;4;2;4;0;4
10;1;13;3;5;1;28;0;921;2;81;3;3;98;1;3;2;4;1;2;3;3
10;1;13;3;5;1;26;2;881;4;40;4;2;110;1;2;1;1;1;3;2;3
10;1;13;3;5;1;8;1;180;14;133;4;4;50;7;3;0;3;1;2;4;1
10;1;13;3;5;2;9;2;188;11;179;5;3;360;6;3;2;3;2;4;3;4
10;1;13;3;5;2;25;1;912;4;93;3;4;321;8;3;3;4;3;2;3;3
10;1;13;3;5;2;25;1;895;3;296;2;4;365;6;4;2;4;0;3;4;1
10;1;13;3;5;2;25;1;456;4;67;4;3;362;5;4;2;4;2;2;3;2
10;1;13;3;5;2;8;1;903;1;83;3;4;325;7;2;1;3;2;2;2;2
10;1;13;3;5;2;6;2;910;3;249;6;3;568;0;3;0;4;1;1;3;4
10;1;13;3;5;2;26;2;221;9;73;5;3;368;7;4;3;4;1;4;4;3
10;1;13;3;5;2;11;3;153;7;265;7;3;321;8;4;4;4;4;3;4;4
10;1;13;3;5;3;25;1;910;3;294;3;4;371;5;3;2;4;4;3;4;4
10;1;13;3;5;4;7;3;438;6;68;5;3;359;5;3;1;4;3;3;3;4
10;1;13;3;5;4;26;2;663;4;41;2;3;321;8;3;2;4;3;3;4;4
10;1;13;3;5;4;26;2;104;7;214;5;4;294;4;3;1;4;3;3;4;4
10;1;13;3;5;4;6;2;894;5;207;5;2;33;3;3;1;4;2;3;4;4
10;1;13;3;5;4;26;2;624;5;91;4;4;546;2;4;1;4;3;2;2;4
10;1;13;3;5;4;8;1;286;6;76;4;3;359;5;2;2;4;0;3;2;4
10;1;13;3;5;1;25;1;762;5;27;3;3;141;5;4;2;4;2;3;2;0
10;1;13;3;5;1;10;2;764;6;184;6;3;33;3;4;4;2;1;3;3;0
11;1;13;3;5;1;25;1;322;3;28;1;2;210;2;3;0;3;1;2;2;1
10;1;13;3;5;1;25;1;112;8;109;5;4;559;1;4;4;4;1;4;3;3
10;1;13;3;5;1;25;1;457;3;138;1;1;105;1;4;4;4;4;2;3;3
10;1;13;3;5;1;26;2;212;3;99;3;4;526;4;4;0;4;1;4;4;2
10;1;13;3;5;1;25;1;804;4;25;3;3;275;2;3;3;2;2;3;3;2
9;1;13;3;5;1;12;1;923;1;44;2;4;365;6;3;2;2;0;2;2;3
10;1;13;3;5;1;25;1;923;1;344;1;3;125;3;2;4;4;4;2;3;4
10;1;13;3;5;1;12;1;825;2;75;3;3;210;2;3;2;2;0;2;3;3
10;1;13;3;5;1;25;1;798;3;29;3;3;129;6;4;3;4;2;3;4;3
10;1;13;3;5;1;25;1;288;5;193;6;3;109;2;4;1;4;2;3;3;3
10;1;13;3;5;1;4;4;145;5;207;5;4;569;1;4;4;4;4;4;4;4
9;1;13;3;5;1;12;1;923;1;43;1;4;365;6;3;3;2;0;2;2;3
11;1;13;3;5;1;25;1;923;1;45;2;4;209;1;4;0;4;2;2;3;2
10;1;13;3;5;4;7;3;146;6;207;5;4;61;2;4;4;4;4;4;4;4
9;1;11;3;4;1;12;1;923;1;43;1;4;14;4;2;0;3;2;2;3;4
11;1;11;3;4;1;25;1;923;1;45;2;4;1;1;4;0;4;2;0;4;4
10;1;11;3;4;2;7;3;161;5;207;5;3;588;2;4;4;4;3;3;3;4
9;1;11;3;4;2;10;2;273;6;207;5;3;2;3;3;2;4;0;1;4;2
10;1;11;3;4;2;25;1;298;5;169;4;3;73;2;4;4;4;2;4;3;1
10;1;11;3;4;2;25;1;765;5;344;1;4;365;6;3;4;3;4;3;4;3
10;1;11;3;4;3;25;1;765;5;344;1;4;295;5;4;4;3;3;3;4;3
10;1;11;3;4;4;26;2;288;5;253;5;2;125;3;4;4;3;1;3;4;0
10;1;10;3;2;2;6;2;701;3;82;2;3;360;6;4;2;4;4;4;4;4
10;1;10;3;2;1;1;1;919;1;317;2;3;368;7;4;2;4;2;4;4;4
10;1;10;3;2;2;12;1;328;6;41;2;4;321;8;4;3;4;3;2;3;4
10;1;10;3;2;1;6;2;868;3;91;4;4;372;6;4;4;4;4;4;4;4
10;1;10;3;2;1;26;2;859;5;124;4;3;105;1;4;2;3;2;4;3;2
10;1;10;3;2;1;25;1;327;6;310;6;4;111;5;3;1;3;2;2;2;1
10;1;10;3;2;1;4;4;865;6;246;7;4;98;1;4;2;4;0;4;4;4
10;1;10;3;2;2;25;1;262;7;270;8;3;365;6;4;2;4;2;4;4;3
10;1;10;3;2;2;6;2;799;3;32;2;3;362;5;4;4;4;3;2;4;4
10;1;10;3;2;2;25;1;868;3;37;5;3;325;7;4;0;4;2;2;2;4
10;1;10;3;2;2;7;3;306;8;287;5;4;568;0;4;3;2;0;4;4;3
10;1;10;3;2;1;7;3;611;8;39;3;3;110;1;3;0;4;3;4;3;4
10;1;8;3;3;1;25;1;910;3;303;3;4;566;2;4;4;4;4;4;2;4
10;1;8;3;3;1;24;1;900;1;43;1;1;105;1;3;1;3;2;1;2;2
11;1;8;3;3;1;25;1;788;4;25;3;4;34;3;3;3;4;4;3;3;4
10;1;8;3;3;1;25;1;82;9;155;4;2;232;5;0;0;1;3;2;4;4
10;1;8;3;3;1;25;1;697;2;28;1;4;34;3;4;4;4;2;3;4;3
10;1;8;3;3;1;25;1;923;1;337;1;2;368;7;4;2;4;3;2;4;1
10;1;8;3;3;1;24;1;746;1;43;1;2;209;1;4;2;4;2;2;2;3
10;1;8;3;3;1;24;1;27;8;299;5;4;36;5;4;2;4;4;4;4;4
10;1;5;3;6;1;6;2;799;3;32;2;2;550;3;0;0;2;0;0;4;4
10;1;5;3;6;1;25;1;868;3;37;5;4;212;4;2;0;3;2;2;3;4
12;1;5;3;6;3;5;2;683;8;89;5;4;294;4;4;4;4;1;0;4;4
11;1;5;3;6;1;1;1;722;4;291;2;3;586;3;3;1;4;3;0;3;4
11;1;5;3;6;2;26;2;250;7;331;3;3;500;5;4;4;4;4;4;4;4
10;1;5;3;6;2;25;1;503;6;71;5;3;339;8;4;4;4;4;4;4;4
10;1;5;3;6;1;7;3;869;4;300;4;3;125;3;3;3;3;3;4;4;4
10;1;5;3;6;1;6;2;754;8;89;5;4;367;7;4;4;4;3;3;4;3
11;1;5;3;6;4;12;1;464;10;124;4;4;436;4;1;2;4;4;0;3;4
11;1;5;3;6;2;4;4;868;3;39;3;3;275;2;4;3;3;2;3;2;4
11;1;5;3;6;4;2;2;209;9;30;3;4;365;6;4;0;4;4;3;4;4
10;1;5;3;6;2;4;4;852;2;305;4;4;275;2;0;0;2;0;0;4;4
10;1;5;3;6;1;26;2;870;4;164;4;3;263;5;2;0;3;2;2;3;4
10;1;5;3;6;1;11;3;258;6;168;3;3;105;1;4;0;4;2;0;4;4
10;1;5;3;6;2;26;2;124;9;235;7;4;338;7;2;0;4;3;2;4;4
10;1;5;3;6;1;25;1;821;3;66;3;1;440;6;4;0;3;2;3;4;0
10;1;5;3;6;2;12;1;763;4;11;2;3;407;4;3;2;3;0;2;2;4
10;1;5;3;6;2;3;3;846;6;223;7;2;365;6;4;2;4;0;4;4;4
10;1;5;3;6;3;6;2;748;11;239;7;4;338;7;2;4;4;4;2;4;2
10;1;5;3;6;1;25;1;903;1;344;1;2;20;1;4;4;2;4;4;4;4
10;1;5;3;6;1;12;1;813;3;255;3;4;455;3;4;1;3;4;4;4;1
10;1;5;3;6;2;25;1;834;6;54;5;4;568;0;4;2;4;2;3;4;4
10;1;5;3;6;2;25;1;325;7;227;10;4;569;1;4;2;4;2;2;3;4
10;1;5;3;7;4;12;1;174;2;138;1;2;332;5;0;0;2;2;0;0;3
10;1;5;3;7;1;25;1;903;1;338;1;3;568;0;4;0;2;2;2;2;3
11;1;5;3;7;4;25;1;706;1;47;1;4;368;7;4;2;4;4;4;4;4
11;1;5;3;7;2;25;1;914;2;344;1;3;568;0;4;0;2;2;3;2;2
10;1;5;3;7;1;12;1;903;1;302;2;4;568;0;4;4;4;4;2;4;4
10;1;5;3;7;4;25;1;729;2;47;1;4;473;9;2;2;3;2;2;2;2
11;1;5;3;7;1;26;2;19;10;137;2;4;209;1;4;0;4;3;4;4;2
10;1;13;3;8;1;25;1;893;4;96;3;4;37;3;4;2;4;2;3;4;4
11;1;13;3;8;1;25;1;649;4;45;2;0;509;4;4;4;2;0;3;1;4
10;1;13;3;8;3;26;2;759;7;119;4;2;33;3;3;3;2;1;2;2;3
10;1;13;3;8;3;25;1;826;6;173;8;4;21;2;2;3;4;3;4;2;4
10;1;13;3;8;1;25;1;120;6;196;8;3;138;5;4;2;4;4;3;1;4
10;1;13;3;8;2;1;1;818;4;80;5;4;183;2;4;2;4;3;4;4;4
9;1;13;3;8;2;25;1;118;12;141;4;4;182;2;4;4;4;3;4;4;4
11;1;13;3;8;1;1;1;203;11;212;7;4;361;6;4;0;4;0;4;4;4
11;1;13;3;8;4;8;1;827;3;118;5;4;209;1;4;3;4;1;4;4;1
12;1;8;3;3;3;1;1;421;7;338;1;4;294;4;4;4;4;4;2;4;2
11;1;8;3;3;1;25;1;368;5;261;3;3;586;3;4;2;4;4;4;4;2
11;1;8;3;3;2;26;2;921;2;316;3;2;500;5;4;3;4;4;0;1;4
10;1;8;3;3;1;24;1;923;1;193;6;3;35;4;4;3;3;4;2;2;0
11;1;8;3;3;1;25;1;288;5;274;5;3;368;7;4;4;4;4;2;4;1
10;1;8;3;3;1;25;1;866;4;344;1;4;338;7;4;3;4;4;2;4;4
10;1;8;3;3;2;26;2;925;2;297;3;1;339;8;4;0;4;4;2;4;2
10;1;8;3;3;1;25;1;154;5;96;3;2;125;3;3;4;4;2;3;3;1
10;1;8;3;3;1;25;1;696;2;99;3;3;367;7;4;4;4;3;3;3;0
11;1;8;3;3;4;7;3;200;11;280;5;4;436;4;4;0;3;0;2;4;1
11;1;8;3;3;2;25;1;369;1;137;2;3;275;2;4;4;4;4;3;3;3
11;1;8;3;3;4;4;4;26;11;195;7;4;365;6;1;4;4;0;1;4;4
10;1;8;3;3;2;25;1;178;2;47;1;3;275;2;3;2;4;3;2;2;2
10;1;8;3;3;1;26;2;892;3;93;3;3;263;5;4;4;4;0;0;3;4
10;1;8;3;3;1;25;1;176;5;74;4;2;105;1;1;2;2;1;1;4;0
10;1;8;3;3;2;26;2;124;9;235;7;4;338;7;4;4;4;2;4;4;4
10;1;8;3;3;1;25;1;821;3;66;3;1;440;6;2;2;4;1;3;1;0
10;1;8;3;3;2;12;1;763;4;11;2;3;407;4;3;2;4;1;2;2;4
10;1;8;3;3;2;3;3;846;6;223;7;2;365;6;4;4;3;2;3;4;2
10;1;8;3;3;3;6;2;748;11;239;7;4;338;7;4;4;3;0;2;3;1
10;1;8;3;3;1;25;1;762;5;27;3;3;271;2;1;3;4;2;3;4;4
10;1;8;3;3;1;10;2;764;6;184;6;3;196;5;4;2;4;2;4;4;3
10;1;8;3;3;4;7;3;146;6;207;5;4;101;2;4;0;4;4;4;4;4
11;1;8;3;3;1;25;1;322;3;28;1;2;582;2;4;4;4;1;0;4;4
10;1;8;3;3;1;25;1;112;8;109;5;4;582;2;3;1;4;3;0;3;4
10;1;8;3;3;2;7;3;161;5;207;5;3;258;3;4;4;4;4;4;4;4
10;1;8;3;3;1;25;1;457;3;138;1;1;568;0;4;1;4;3;1;4;4
10;1;8;3;3;4;26;2;288;5;253;5;2;107;4;3;3;2;2;3;3;4
10;1;8;3;3;1;26;2;212;3;99;3;4;70;3;2;1;3;2;2;4;4
10;1;8;3;3;1;25;1;804;4;25;3;3;240;3;4;4;4;4;4;4;4
9;1;8;3;3;2;10;2;273;6;207;5;3;13;3;3;3;3;3;4;4;4
10;1;8;3;3;2;25;1;298;5;169;4;3;575;1;4;4;4;3;3;4;3
10;1;8;3;3;3;25;1;765;5;344;1;4;12;2;4;4;2;2;3;3;4
9;1;8;3;3;1;12;1;923;1;44;2;4;21;2;4;1;4;3;2;4;3
10;1;8;3;3;1;25;1;923;1;344;1;3;575;1;4;0;4;4;3;4;4
10;1;8;3;3;1;12;1;825;2;75;3;3;105;1;2;4;4;3;2;3;4
10;1;8;3;3;1;25;1;798;3;29;3;3;575;1;1;2;4;4;0;3;4
10;1;8;3;3;2;25;1;765;5;344;1;4;575;1;4;3;3;2;3;2;4
10;1;8;3;3;1;25;1;288;5;193;6;3;220;4;4;0;4;4;3;4;4
10;1;11;3;3;1;4;4;145;5;207;5;4;575;1;0;0;2;0;0;4;4
10;2;8;3;1;3;8;1;677;4;220;4;2;554;5;4;3;3;1;3;4;2
10;2;6;3;10;2;25;1;366;8;211;6;4;264;2;4;2;2;2;2;2;2
11;2;6;3;10;2;25;1;229;11;180;7;4;256;2;3;3;4;4;4;3;4
10;2;6;3;10;1;5;2;683;8;89;5;4;230;5;3;1;4;4;3;3;3
11;2;6;3;10;1;1;1;722;4;291;2;3;568;0;2;4;2;3;2;2;4
10;2;6;3;10;4;6;2;704;3;93;3;4;455;3;1;2;4;2;2;2;2
10;2;6;3;10;3;25;1;852;2;33;2;3;568;0;4;2;3;2;3;4;3
10;2;6;3;10;4;1;1;870;4;33;2;4;40;4;4;0;4;4;4;4;4
10;2;6;3;10;1;7;3;787;4;35;4;3;582;2;3;2;3;2;2;3;4
10;2;6;3;10;1;25;1;868;3;341;2;3;15;5;2;3;4;0;2;4;2
10;2;6;3;10;1;8;1;440;3;170;2;4;444;5;4;1;4;3;3;4;4
10;2;6;3;10;1;25;1;111;9;124;4;4;580;3;2;4;4;3;3;2;4
9;2;13;3;5;1;25;1;59;9;93;3;3;9;3;3;1;4;2;3;2;2
11;2;13;3;5;1;25;1;108;7;47;1;4;66;1;4;0;4;4;2;4;0
10;2;13;3;5;1;6;2;454;5;207;5;4;372;6;3;2;4;3;4;3;4
9;2;13;3;5;1;25;1;330;2;170;2;2;275;2;4;1;4;0;4;4;4
10;2;13;3;5;1;8;1;440;3;170;2;4;567;3;3;3;4;3;3;3;4
10;2;13;3;5;1;25;1;111;9;124;4;4;105;1;4;3;4;2;3;4;3
10;2;13;3;5;1;5;2;739;7;47;1;4;365;6;4;3;2;4;4;4;4
10;2;13;3;5;1;25;1;884;1;298;1;4;359;5;3;2;3;2;3;3;3
10;2;13;3;5;2;7;3;377;9;194;7;4;359;5;4;0;4;0;3;4;4
11;2;13;3;5;2;25;1;414;4;170;2;4;568;0;3;4;3;3;3;2;3
10;2;13;3;5;3;7;3;129;5;204;4;3;33;3;4;1;4;4;3;4;3
10;2;13;3;5;3;8;1;697;2;138;1;4;110;1;4;3;4;2;3;2;2
10;2;13;3;5;3;1;1;25;9;51;5;4;33;3;2;0;1;3;4;0;4
10;2;13;3;5;3;10;2;67;9;215;6;4;568;0;3;1;4;4;4;4;4
10;2;13;3;5;4;25;1;563;5;138;1;4;275;2;4;0;4;2;4;4;3
10;2;13;3;5;4;4;4;56;12;174;6;4;455;3;4;3;4;4;4;3;4
10;2;13;3;5;4;8;1;122;7;82;2;4;470;14;0;4;4;4;2;4;4
10;2;13;3;5;4;25;1;747;2;43;1;4;359;5;4;4;2;2;2;2;4
10;2;13;3;5;4;6;2;288;5;294;3;4;359;5;2;2;3;4;2;0;4
10;2;13;3;5;4;25;1;347;10;294;3;4;294;4;4;4;4;3;3;4;4
10;2;13;3;5;4;10;2;18;12;223;7;2;321;8;2;3;4;4;3;4;4
10;2;13;3;5;4;8;1;178;2;45;2;4;21;2;3;2;4;4;3;4;4
10;2;13;3;5;4;8;1;872;3;114;5;2;359;5;4;3;3;1;2;3;4
10;2;13;3;5;4;25;1;65;10;163;6;4;320;7;4;2;3;4;3;4;4
10;2;13;3;5;4;25;1;388;9;133;4;4;359;5;4;1;4;4;4;3;4
10;2;13;3;5;1;25;1;725;2;59;2;4;568;0;4;4;4;1;2;3;4
10;2;13;3;5;1;13;1;554;7;261;3;3;43;4;4;3;4;4;4;2;0
10;2;13;3;5;1;25;1;403;3;47;1;3;105;1;4;2;2;0;2;3;3
9;2;13;3;5;2;25;1;416;4;216;4;2;568;0;3;3;2;4;4;0;0
10;2;13;3;5;2;25;1;432;5;137;2;1;215;3;4;3;3;1;4;2;1
10;2;13;3;5;4;25;1;362;5;81;3;3;575;1;4;2;4;4;4;4;4
10;2;11;3;4;1;12;1;207;4;330;3;2;294;4;3;3;3;2;3;4;2
10;2;11;3;4;1;25;1;725;2;59;2;4;209;1;4;3;4;3;4;3;2
10;2;11;3;4;1;13;1;554;7;261;3;3;72;4;4;2;4;4;4;4;3
10;2;11;3;4;1;25;1;403;3;47;1;3;568;0;4;3;3;1;3;4;2
10;2;11;3;4;1;12;1;207;4;330;3;2;550;3;4;0;4;0;4;4;4
10;2;11;3;4;2;25;1;432;5;137;2;1;105;1;3;2;4;1;3;4;4
10;2;11;3;4;2;25;1;54;12;135;3;4;209;1;1;1;4;0;2;1;0
10;2;11;3;4;2;25;1;11;18;107;7;3;588;2;4;2;2;4;4;1;3
9;2;11;3;4;2;25;1;416;4;216;4;2;249;3;3;3;4;4;4;4;4
10;2;11;3;4;2;25;1;54;12;135;3;4;105;1;3;2;3;4;4;4;0
10;2;11;3;4;2;7;3;219;13;214;5;3;588;2;3;3;3;2;2;2;2
10;2;11;3;4;4;25;1;362;5;81;3;3;575;1;3;2;3;2;3;2;0
10;2;5;3;6;2;1;1;532;5;137;2;3;62;2;4;3;4;2;3;4;4
10;2;5;3;6;1;12;1;80;7;84;4;4;319;6;3;0;3;3;3;2;4
10;2;5;3;6;1;8;1;642;1;47;1;4;20;1;3;1;4;3;2;4;3
11;2;5;3;6;3;26;2;386;12;296;2;4;455;3;4;2;4;4;3;4;4
11;2;5;3;6;1;1;1;706;1;170;2;4;20;1;4;1;4;4;4;4;4
10;2;5;3;6;3;7;3;389;9;246;7;3;139;4;4;1;4;3;2;3;4
10;2;5;3;6;3;25;1;676;5;82;2;3;371;5;4;3;3;0;2;4;3
10;2;5;3;7;3;25;1;86;9;216;4;4;569;1;4;2;4;2;0;4;4
10;2;5;3;7;3;25;1;77;13;344;1;4;96;2;4;1;4;3;4;4;4
10;2;5;3;7;2;8;1;643;2;47;1;4;302;9;3;3;4;2;3;2;4
11;2;5;3;7;2;25;1;678;2;291;2;4;568;0;3;0;3;1;4;0;4
10;2;5;3;7;4;25;1;2;33;138;1;4;374;5;4;2;3;4;4;1;0
10;2;5;3;7;4;4;4;85;9;188;7;4;475;15;4;4;4;4;4;4;4
10;2;5;3;7;1;26;2;657;6;205;3;3;344;9;4;3;4;4;3;4;4
10;2;5;3;7;2;8;1;468;9;122;6;4;473;9;4;3;4;2;3;2;4
11;2;5;3;7;2;1;1;918;2;47;1;4;474;14;4;3;4;4;4;4;4
11;2;5;3;7;4;6;2;469;9;207;5;4;476;13;4;2;4;1;3;4;4
10;2;5;3;7;2;8;1;726;3;47;1;4;377;7;4;2;3;3;2;3;4
10;2;5;3;7;1;25;1;483;12;176;5;4;340;8;4;4;4;4;4;3;4
11;2;8;3;7;1;8;1;656;5;112;4;4;338;7;4;4;4;4;4;4;4
10;2;13;3;8;1;12;1;48;5;337;1;3;403;5;3;4;3;4;3;3;2
11;2;13;3;8;2;10;2;386;12;68;5;3;371;5;1;3;4;4;3;4;3
10;2;13;3;8;3;25;1;606;7;189;8;4;110;1;4;2;4;4;4;4;0
10;2;13;3;8;3;25;1;90;7;211;6;4;222;3;4;2;4;4;4;4;2
10;2;13;3;8;1;26;2;8;13;134;5;3;403;5;4;4;2;4;4;3;2
10;2;4;3;9;4;23;3;743;7;325;4;2;546;2;3;3;3;2;3;3;3
10;2;5;3;3;3;25;1;86;9;216;4;4;37;3;3;0;4;2;2;2;4
10;2;5;3;3;3;25;1;77;13;344;1;4;217;3;2;0;4;2;3;4;4
10;2;8;3;3;3;6;2;453;4;137;2;4;209;1;4;2;4;2;4;4;4
10;2;8;3;3;1;25;1;642;1;47;1;3;34;3;4;3;4;3;2;3;4
11;2;8;3;3;4;25;1;427;3;28;1;4;565;2;4;4;4;4;4;4;4
10;2;8;3;3;1;26;2;96;5;238;6;4;233;4;4;2;3;2;4;3;2
10;2;8;3;3;1;25;1;734;3;83;3;3;57;2;3;1;3;2;2;2;1
10;2;8;3;3;1;25;1;661;6;47;1;4;44;4;4;2;4;0;4;4;4
9;2;8;3;3;1;25;1;642;1;167;2;4;559;1;4;2;4;2;4;4;3
10;2;8;3;3;2;25;1;431;6;93;3;4;34;3;4;4;4;3;2;4;4
11;2;8;3;3;2;25;1;697;2;93;3;2;34;3;4;0;4;2;2;2;4
10;2;8;3;3;1;25;1;642;1;138;1;3;20;1;3;0;4;3;4;3;4
